## Tue Dec 10 21:51:34 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_mg7s3_zk --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_mg7s3_zk --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_mg7s3_zk/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
BDA39356.1	1527444.ucyna2_00849	0.0	878.0	COG3463@1|root,COG3463@2|Bacteria,1G2XA@1117|Cyanobacteria	1117|Cyanobacteria	S	membrane protein (DUF2079)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2079
BDA39357.1	1527444.ucyna2_00848	1.99e-145	410.0	COG0125@1|root,COG0125@2|Bacteria,1G52G@1117|Cyanobacteria	1117|Cyanobacteria	F	Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis	tmk	GO:0003674,GO:0003824,GO:0004798,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006220,GO:0006221,GO:0006227,GO:0006233,GO:0006235,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009041,GO:0009058,GO:0009117,GO:0009123,GO:0009132,GO:0009133,GO:0009138,GO:0009139,GO:0009141,GO:0009142,GO:0009147,GO:0009148,GO:0009165,GO:0009186,GO:0009189,GO:0009196,GO:0009197,GO:0009200,GO:0009202,GO:0009211,GO:0009212,GO:0009219,GO:0009221,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019692,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046072,GO:0046075,GO:0046077,GO:0046385,GO:0046483,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.4.9	ko:K00943	ko00240,ko01100,map00240,map01100	M00053	R02094,R02098	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Thymidylate_kin
BDA39358.1	1527444.ucyna2_00847	4.15e-231	635.0	COG1216@1|root,COG1216@2|Bacteria,1G1PB@1117|Cyanobacteria	1117|Cyanobacteria	S	Glycosyl transferase, family 2	wcaA	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
BDA39359.1	1527444.ucyna2_00846	0.0	1649.0	COG0249@1|root,COG0249@2|Bacteria,1G1QX@1117|Cyanobacteria	1117|Cyanobacteria	L	that it carries out the mismatch recognition step. This protein has a weak ATPase activity	mutS	GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003690,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008094,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030983,GO:0032300,GO:0032991,GO:0033554,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990391	-	ko:K03555	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	-	MutS_I,MutS_II,MutS_III,MutS_IV,MutS_V
BDA39360.1	1527444.ucyna2_00845	9.97e-162	454.0	COG0576@1|root,COG0576@2|Bacteria,1G55A@1117|Cyanobacteria	1117|Cyanobacteria	O	Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ	grpE	GO:0000166,GO:0000774,GO:0003674,GO:0005488,GO:0005515,GO:0008150,GO:0017076,GO:0030234,GO:0030554,GO:0036094,GO:0050790,GO:0051082,GO:0060589,GO:0060590,GO:0065007,GO:0065009,GO:0097159,GO:0098772,GO:1901265,GO:1901363	-	ko:K03687	-	-	-	-	ko00000,ko03029,ko03110	-	-	-	GrpE
BDA39361.1	1527444.ucyna2_00844	6.14e-258	707.0	COG1226@1|root,COG1226@2|Bacteria,1G0WK@1117|Cyanobacteria	1117|Cyanobacteria	P	k transport	-	-	-	ko:K10716	-	-	-	-	ko00000,ko02000	1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6	-	-	Ion_trans_2,TrkA_C,TrkA_N
BDA39362.1	1527444.ucyna2_00843	0.0	1591.0	COG0072@1|root,COG0072@2|Bacteria,1G0AT@1117|Cyanobacteria	1117|Cyanobacteria	J	Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily	pheT	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006432,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009328,GO:0009987,GO:0010467,GO:0016070,GO:0019538,GO:0019752,GO:0032991,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1902494	6.1.1.20	ko:K01890	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	B3_4,B5,FDX-ACB,tRNA_bind
BDA39363.1	1527444.ucyna2_00842	2.47e-179	500.0	COG0566@1|root,COG0566@2|Bacteria,1G18R@1117|Cyanobacteria	1117|Cyanobacteria	J	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family	spoU	-	-	ko:K03437	-	-	-	-	ko00000,ko03016	-	-	-	SpoU_methylase,SpoU_sub_bind
BDA39364.1	1527444.ucyna2_00841	2.81e-316	862.0	COG0766@1|root,COG0766@2|Bacteria,1G1HX@1117|Cyanobacteria	1117|Cyanobacteria	M	Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine	murA	-	2.5.1.7	ko:K00790	ko00520,ko00550,ko01100,map00520,map00550,map01100	-	R00660	RC00350	ko00000,ko00001,ko01000,ko01011	-	-	-	EPSP_synthase
BDA39365.1	1527444.ucyna2_00840	2.07e-46	149.0	COG0236@1|root,COG0236@2|Bacteria,1G9GC@1117|Cyanobacteria	1117|Cyanobacteria	IQ	Carrier of the growing fatty acid chain in fatty acid biosynthesis	acpP	GO:0000035,GO:0000036,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016053,GO:0019637,GO:0019752,GO:0019842,GO:0031177,GO:0032787,GO:0033218,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044620,GO:0046394,GO:0046467,GO:0046493,GO:0048037,GO:0051192,GO:0071704,GO:0072330,GO:0072341,GO:0090407,GO:0140104,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509	-	ko:K02078	-	-	-	-	ko00000,ko00001	-	-	-	PP-binding
BDA39366.1	1527444.ucyna2_00839	7.91e-308	838.0	COG0304@1|root,COG0304@2|Bacteria,1G1J5@1117|Cyanobacteria	1117|Cyanobacteria	I	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP	fabF	-	2.3.1.179	ko:K09458	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119	RC00039,RC02728,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Ketoacyl-synt_C,ketoacyl-synt
BDA39367.1	1527444.ucyna2_00838	6e-244	669.0	COG0016@1|root,COG0016@2|Bacteria,1G05R@1117|Cyanobacteria	1117|Cyanobacteria	J	Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily	pheS	GO:0003674,GO:0003824,GO:0004812,GO:0004826,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006432,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.20	ko:K01889	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Phe_tRNA-synt_N,tRNA-synt_2d
BDA39368.1	1527444.ucyna2_00837	1.21e-82	244.0	COG4063@1|root,2ZQ0M@2|Bacteria,1G6T2@1117|Cyanobacteria	1117|Cyanobacteria	H	COG0294 Dihydropteroate synthase and related enzymes	-	-	-	-	-	-	-	-	-	-	-	-	DUF4346
BDA39369.1	1527444.ucyna2_00836	0.0	1102.0	COG0469@1|root,COG0469@2|Bacteria,1G1IY@1117|Cyanobacteria	1117|Cyanobacteria	G	Belongs to the pyruvate kinase family	pykF	GO:0003674,GO:0003824,GO:0004743,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016052,GO:0016053,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576	2.7.1.40	ko:K00873	ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230	M00001,M00002,M00049,M00050	R00200,R00430,R01138,R01858,R02320	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	PEP-utilizers,PK,PK_C
BDA39370.1	1527444.ucyna2_00835	2.32e-233	640.0	COG0451@1|root,COG0451@2|Bacteria,1G0QH@1117|Cyanobacteria	1117|Cyanobacteria	M	PFAM NAD dependent epimerase dehydratase family	rfbB	-	4.1.1.35,4.2.1.46	ko:K01710,ko:K08678	ko00520,ko00521,ko00523,ko00525,ko01055,ko01100,ko01130,map00520,map00521,map00523,map00525,map01055,map01100,map01130	M00361,M00793	R01384,R06513	RC00402,RC00508	ko00000,ko00001,ko00002,ko01000	-	-	-	GDP_Man_Dehyd
BDA39371.1	1527444.ucyna2_00834	0.0	888.0	COG1004@1|root,COG1004@2|Bacteria,1G1GI@1117|Cyanobacteria	1117|Cyanobacteria	M	Belongs to the UDP-glucose GDP-mannose dehydrogenase family	ugd	-	1.1.1.22	ko:K00012	ko00040,ko00053,ko00520,ko01100,map00040,map00053,map00520,map01100	M00014,M00129,M00361,M00362	R00286	RC00291	ko00000,ko00001,ko00002,ko01000	-	-	-	UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N
BDA39372.1	1527444.ucyna2_00833	3.71e-235	647.0	COG0540@1|root,COG0540@2|Bacteria,1G2UX@1117|Cyanobacteria	1117|Cyanobacteria	F	Belongs to the ATCase OTCase family	pyrB	GO:0003674,GO:0003824,GO:0004070,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006220,GO:0006221,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016741,GO:0016743,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.1.3.2	ko:K00609	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R01397	RC00064,RC02850	ko00000,ko00001,ko00002,ko01000	-	-	-	OTCace,OTCace_N
BDA39373.1	1527444.ucyna2_00832	0.0	947.0	COG0635@1|root,COG0635@2|Bacteria,1G0BZ@1117|Cyanobacteria	1117|Cyanobacteria	H	Belongs to the anaerobic coproporphyrinogen-III oxidase family	hemN	-	-	-	-	-	-	-	-	-	-	-	HemN_C,Radical_SAM
BDA39374.1	1527444.ucyna2_00831	2.51e-260	713.0	COG1633@1|root,COG1633@2|Bacteria,1G0RU@1117|Cyanobacteria	1117|Cyanobacteria	S	Catalyzes the formation of the isocyclic ring in chlorophyll biosynthesis. Mediates the cyclase reaction, which results in the formation of divinylprotochlorophyllide (Pchlide) characteristic of all chlorophylls from magnesium-protoporphyrin IX 13-monomethyl ester (MgPMME)	-	-	1.14.13.81	ko:K04035	ko00860,ko01100,ko01110,map00860,map01100,map01110	-	R06265,R06266,R06267,R10068	RC00741,RC01491,RC01492,RC03042	ko00000,ko00001,ko01000	-	-	-	Rubrerythrin
BDA39375.1	1527444.ucyna2_00830	3.27e-115	329.0	COG1833@1|root,COG1833@2|Bacteria,1GEFM@1117|Cyanobacteria	1117|Cyanobacteria	S	Domain of unknown function DUF123	-	-	-	-	-	-	-	-	-	-	-	-	DUF123
BDA39376.1	1527444.ucyna2_00829	0.0	1110.0	COG3659@1|root,COG3659@2|Bacteria,1G0DE@1117|Cyanobacteria	1117|Cyanobacteria	M	Belongs to the OprB family	-	-	-	-	-	-	-	-	-	-	-	-	OprB,SLH
BDA39377.1	1527444.ucyna2_00828	1.29e-233	642.0	COG0031@1|root,COG0031@2|Bacteria,1G0T4@1117|Cyanobacteria	1117|Cyanobacteria	E	cysteine synthase	cysM	-	2.5.1.47	ko:K01738	ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00270,map00920,map01100,map01110,map01120,map01130,map01200,map01230	M00021	R00897,R03601,R04859	RC00020,RC02814,RC02821	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP
BDA39378.1	1527444.ucyna2_00827	1.51e-71	216.0	COG0292@1|root,COG0292@2|Bacteria,1G5NZ@1117|Cyanobacteria	1117|Cyanobacteria	J	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit	rplT	GO:0000027,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006996,GO:0008150,GO:0009987,GO:0015934,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0042254,GO:0042255,GO:0042273,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043933,GO:0044085,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071826,GO:0071840,GO:1990904	-	ko:K02887	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L20
BDA39379.1	1527444.ucyna2_00826	8.52e-37	124.0	COG0291@1|root,COG0291@2|Bacteria,1G8Z8@1117|Cyanobacteria	1117|Cyanobacteria	J	Belongs to the bacterial ribosomal protein bL35 family	rpmI	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904	-	ko:K02916	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L35p
BDA39380.1	1527444.ucyna2_01234	9.07e-143	403.0	2C5VM@1|root,2Z7WZ@2|Bacteria,1G0JM@1117|Cyanobacteria	1117|Cyanobacteria	S	Alternative locus ID	-	-	-	-	-	-	-	-	-	-	-	-	DUF3318
BDA39381.1	1527444.ucyna2_01235	0.0	1004.0	COG0174@1|root,COG0174@2|Bacteria,1G255@1117|Cyanobacteria	1117|Cyanobacteria	E	glutamine synthetase	glnA	-	6.3.1.2	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	Gln-synt_C,Gln-synt_N
BDA39382.1	1527444.ucyna2_01236	7.1e-152	427.0	2A0KN@1|root,30NQW@2|Bacteria,1G6A1@1117|Cyanobacteria	1117|Cyanobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BDA39383.1	1527444.ucyna2_01237	1.33e-157	442.0	COG0664@1|root,COG0664@2|Bacteria,1G02U@1117|Cyanobacteria	1117|Cyanobacteria	K	PFAM Cyclic nucleotide-binding	-	-	-	-	-	-	-	-	-	-	-	-	HTH_Crp_2,cNMP_binding
BDA39384.1	1527444.ucyna2_01238	7.12e-159	446.0	2AT80@1|root,31IQT@2|Bacteria,1G74R@1117|Cyanobacteria	1117|Cyanobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BDA39385.1	1527444.ucyna2_00451	1.47e-138	392.0	COG0740@1|root,COG0740@2|Bacteria,1G1TB@1117|Cyanobacteria	1117|Cyanobacteria	O	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins	clpP1	-	3.4.21.92	ko:K01358	ko04112,ko04212,map04112,map04212	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	CLP_protease
BDA39386.1	1527444.ucyna2_00450	4.25e-85	251.0	COG0640@1|root,COG0640@2|Bacteria,1G6V5@1117|Cyanobacteria	1117|Cyanobacteria	K	PFAM Bacterial regulatory protein, arsR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_5
BDA39387.1	1527444.ucyna2_00449	5.47e-59	193.0	COG1357@1|root,COG1357@2|Bacteria,1G4KR@1117|Cyanobacteria	1117|Cyanobacteria	S	PFAM Pentapeptide repeats (8 copies)	-	-	-	-	-	-	-	-	-	-	-	-	Pentapeptide
BDA39388.1	1527444.ucyna2_00448	5.92e-97	283.0	COG0359@1|root,COG0359@2|Bacteria,1G5T7@1117|Cyanobacteria	1117|Cyanobacteria	J	binds to the 23S rRNA	rpl9	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02939	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L9_C,Ribosomal_L9_N
BDA39389.1	1527444.ucyna2_00447	0.0	1037.0	COG0364@1|root,COG0364@2|Bacteria,1G0K9@1117|Cyanobacteria	1117|Cyanobacteria	G	Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone	zwf	-	1.1.1.363,1.1.1.49	ko:K00036	ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230	M00004,M00006,M00008	R00835,R02736,R10907	RC00001,RC00066	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	G6PD_C,G6PD_N
BDA39390.1	1527444.ucyna2_00446	0.0	897.0	COG3409@1|root,COG3429@1|root,COG3409@2|Bacteria,COG3429@2|Bacteria,1G2UB@1117|Cyanobacteria	1117|Cyanobacteria	G	PFAM Glucose-6-phosphate dehydrogenase subunit	opcA	-	-	-	-	-	-	-	-	-	-	-	OpcA_G6PD_assem,PG_binding_1
BDA39391.1	1527444.ucyna2_00445	2.48e-278	760.0	COG0167@1|root,COG0167@2|Bacteria,1G1C2@1117|Cyanobacteria	1117|Cyanobacteria	F	Catalyzes the conversion of dihydroorotate to orotate with quinone as electron acceptor	pyrD	-	1.3.5.2	ko:K00254	ko00240,ko01100,map00240,map01100	M00051	R01868	RC00051	ko00000,ko00001,ko00002,ko01000	-	-	-	DHO_dh
BDA39392.1	1527444.ucyna2_00444	1.75e-43	141.0	2E8QU@1|root,3331U@2|Bacteria,1G954@1117|Cyanobacteria	1117|Cyanobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BDA39393.1	1527444.ucyna2_00443	0.0	1013.0	COG0612@1|root,COG0612@2|Bacteria,1G1CD@1117|Cyanobacteria	1117|Cyanobacteria	S	Belongs to the peptidase M16 family	pqqE	-	-	ko:K07263	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M16,Peptidase_M16_C
BDA39394.1	1527444.ucyna2_00442	3.42e-263	719.0	COG0408@1|root,COG0408@2|Bacteria,1G1PA@1117|Cyanobacteria	1117|Cyanobacteria	H	Involved in the heme and chlorophyll biosynthesis. Catalyzes the aerobic oxidative decarboxylation of propionate groups of rings A and B of coproporphyrinogen-III to yield the vinyl groups in protoporphyrinogen-IX	hemF	GO:0003674,GO:0003824,GO:0004109,GO:0005488,GO:0005515,GO:0006725,GO:0006778,GO:0006779,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016491,GO:0016627,GO:0016634,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0042802,GO:0042803,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046483,GO:0046501,GO:0046983,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	1.3.3.3	ko:K00228	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R03220	RC00884	ko00000,ko00001,ko00002,ko01000	-	-	-	Coprogen_oxidas
BDA39395.1	1527444.ucyna2_00441	0.0	1391.0	COG0339@1|root,COG0339@2|Bacteria,1G05V@1117|Cyanobacteria	1117|Cyanobacteria	E	Peptidase family M3	prlC	-	3.4.24.70	ko:K01414	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M3
BDA39397.1	1527444.ucyna2_00439	2.11e-75	225.0	2AIVE@1|root,319CP@2|Bacteria,1G6QT@1117|Cyanobacteria	1117|Cyanobacteria	S	InterPro IPR019616	ycf54	-	-	-	-	-	-	-	-	-	-	-	Ycf54
BDA39398.1	1527444.ucyna2_00438	3.52e-173	483.0	COG0854@1|root,COG0854@2|Bacteria,1G0QW@1117|Cyanobacteria	1117|Cyanobacteria	H	Catalyzes the complicated ring closure reaction between the two acyclic compounds 1-deoxy-D-xylulose-5-phosphate (DXP) and 3-amino-2-oxopropyl phosphate (1-amino-acetone-3-phosphate or AAP) to form pyridoxine 5'-phosphate (PNP) and inorganic phosphate	pdxJ	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008614,GO:0008615,GO:0009058,GO:0009110,GO:0009987,GO:0016740,GO:0016769,GO:0017144,GO:0018130,GO:0019438,GO:0033856,GO:0034641,GO:0042364,GO:0042816,GO:0042819,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0072524,GO:0072525,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617	2.6.99.2	ko:K03474	ko00750,ko01100,map00750,map01100	M00124	R05838	RC01476	ko00000,ko00001,ko00002,ko01000	-	-	-	PdxJ
